title,url,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
At My Best (feat. Hailee Steinfeld),https://open.spotify.com/track/4d9OMbRg62jAFaqsoZ3M6z,MACHINE GUN KELLY,0.532,0.778,7,-6.69,0,0.218,0.00246,0.000111,0.153,0.252,169.923,200733,4
Battle Symphony,https://open.spotify.com/track/6kYoHUeIpYColDw4HQKjvP,LINKIN PARK,0.653,0.839,10,-5.077,1,0.0685,0.0369,0.0,0.068,0.669,149.034,216281,4
Dennis Rodman,https://open.spotify.com/track/24bVvCkUubgJyHHkXFO0CR,"MANSIONZ, DENNIS RODMAN",0.875,0.396,1,-5.319,1,0.0905,0.0609,0.00246,0.114,0.613,96.013,190173,4
Do Not Disturb,https://open.spotify.com/track/1JxV2A7IFlmosxlCckJ8Yc,DRAKE,0.618,0.693,7,-5.943,0,0.45,0.246,0.0,0.112,0.454,170.982,283551,4
Days In The Sun,https://open.spotify.com/track/2ppkGKabWsSgNV4fvOldQb,"ADAM MITCHELL, STANLEY TUCCI, EWAN MCGREGOR, GUGU MBATHA-RAW, IAN MCKELLEN, EMMA THOMPSON, EMMA WATSON, AUDRA MCDONALD, CLIVE ROWE",0.299,0.269,10,-9.719,1,0.0296,0.938,2.36e-06,0.162,0.161,93.558,160349,4
Beauty and the Beast,https://open.spotify.com/track/0sXJUHfwsocaJaLM5osoWX,EMMA THOMPSON,0.211,0.23,7,-12.518,0,0.0349,0.797,1.98e-05,0.0991,0.102,87.641,199510,4
Belle (Reprise),https://open.spotify.com/track/1uT4Haj9BYmbjxvoF2omRc,EMMA WATSON,0.395,0.32,0,-7.934,1,0.0317,0.511,2.15e-06,0.194,0.228,87.064,75825,4
Something There,https://open.spotify.com/track/77JhqIuQjqzVmkRTUcm9ji,"EMMA WATSON, DAN STEVENS, EWAN MCGREGOR, IAN MCKELLEN, EMMA THOMPSON, NATHAN MACK, GUGU MBATHA-RAW",0.45,0.317,0,-12.856,1,0.0381,0.896,5.15e-05,0.216,0.476,123.442,174879,4
"Perfect Pint (feat. Kendrick Lamar, Gucci Mane & Rae Sremmurd)",https://open.spotify.com/track/3H1JaS0NUNFjwVcJZ76SgC,MIKE WILL MADE-IT,0.735,0.562,4,-5.509,0,0.146,0.153,0.0,0.0692,0.302,180.057,240926,4
We Got the Power (feat. Jehnny Beth),https://open.spotify.com/track/7eOGidOoCqWAp4p1tnEdyG,GORILLAZ,0.507,0.985,0,-2.392,1,0.153,0.228,3.31e-05,0.19,0.394,150.059,139560,4
do re mi,https://open.spotify.com/track/3sTCfUmYXSVWDacTd6uMbQ,BLACKBEAR,0.747,0.592,8,-6.334,1,0.0457,0.00517,1.48e-05,0.124,0.176,110.991,212027,3
Ascension (feat. Vince Staples),https://open.spotify.com/track/4xmauQDU8n3QZ2kzfa3wTH,GORILLAZ,0.676,0.905,1,-2.569,1,0.147,0.594,0.0,0.154,0.519,152.186,155973,4
Andromeda (feat. DRAM),https://open.spotify.com/track/0V5zAGdvO780GT3gtdxzLt,GORILLAZ,0.788,0.472,0,-9.021,1,0.0475,0.003,0.0322,0.59,0.257,130.084,197547,4
Saturnz Barz (feat. Popcaan),https://open.spotify.com/track/2oJInAFXiQYLgz0jh9MrXf,GORILLAZ,0.383,0.621,6,-5.878,0,0.113,0.0272,0.0,0.427,0.213,80.051,181907,4
The Heart Part 4,https://open.spotify.com/track/41eiwHEX8iegmqmS2cf7oX,KENDRICK LAMAR,0.672,0.434,9,-15.218,0,0.765,0.501,0.000125,0.272,0.54,129.209,288555,4
Wicked,https://open.spotify.com/track/4wFHz9UQtuXUgbhy7cn8qk,"MANSIONZ, G-EAZY",0.827,0.709,1,-4.302,1,0.0898,0.0334,0.0,0.0397,0.759,99.976,215513,4
In Cold Blood,https://open.spotify.com/track/6sIvAyM1AtnSGz3anRLcDo,ALT-J,0.495,0.745,11,-5.475,0,0.035,0.142,0.000441,0.194,0.589,143.398,206027,4
Bruises,https://open.spotify.com/track/3BxzQaXrfoWo1lYLZjJqyD,LEWIS CAPALDI,0.572,0.319,4,-6.206,1,0.0685,0.963,0.0,0.161,0.359,110.922,218492,4
HUMBLE.,https://open.spotify.com/track/31c9IHwCIONmUYW0jL7Riz,KENDRICK LAMAR,0.907,0.591,1,-7.507,0,0.105,0.000359,2.81e-05,0.0897,0.418,149.992,177604,4
Everybody,https://open.spotify.com/track/0sMm9WiO3B001nZQm8Qexw,LOGIC,0.881,0.94,1,-5.947,1,0.0852,0.147,0.0,0.0717,0.768,110.007,162373,4
Don't,https://open.spotify.com/track/22koI34FpNt6irOht3N8nJ,ZOË KRAVITZ,0.3,0.256,9,-10.452,1,0.0398,0.906,0.0177,0.0796,0.179,78.244,168453,4
Everybody,https://open.spotify.com/track/51sVgPeBHYwbeM1cWegVqR,LOGIC,0.885,0.936,1,-5.879,1,0.0894,0.148,0.0,0.0703,0.763,110.011,162373,4
Now Or Never,https://open.spotify.com/track/0Nhu3zSYbEz32IYiobV75e,HALSEY,0.663,0.575,6,-4.907,0,0.0458,0.1,3.16e-06,0.133,0.458,110.04,214802,4
Unforgettable,https://open.spotify.com/track/1F2HXIJrE2Xn81OzT2zZvW,"FRENCH MONTANA, SWAE LEE",0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,233833,4
Sign of the Times,https://open.spotify.com/track/5ELRkzdzz0HvGpMDlfZHkV,HARRY STYLES,0.518,0.575,5,-4.616,1,0.0302,0.0259,0.0,0.109,0.209,120.019,340707,4
Now Or Never,https://open.spotify.com/track/3Px934J0dBoCmpUhUuCQkD,HALSEY,0.66,0.575,6,-4.934,0,0.0367,0.115,1.59e-06,0.131,0.477,110.091,214802,4
Let Me Out (feat. Mavis Staples & Pusha T),https://open.spotify.com/track/3CCS6y9BPowg2jYiaY94UZ,GORILLAZ,0.607,0.785,1,-5.955,0,0.258,0.211,3.34e-06,0.915,0.517,81.087,175813,4
The Night We Met,https://open.spotify.com/track/0QZ5yyl6B6utIWkxeBDxQN,LORD HURON,0.545,0.366,2,-9.51,1,0.0378,0.969,0.267,0.641,0.1,86.997,208212,3
The Cure,https://open.spotify.com/track/34oB5r0lcN3fYWCs2uA1k5,LADY GAGA,0.697,0.506,8,-4.863,1,0.0325,0.0792,0.0,0.0893,0.516,100.002,211364,4
PRIDE.,https://open.spotify.com/track/5AL46kwqlBX7qWP3qUppJe,KENDRICK LAMAR,0.667,0.533,4,-7.005,0,0.0562,0.0817,8.03e-06,0.152,0.392,138.865,275253,4
YAH.,https://open.spotify.com/track/22uyC54d6XAPRTlc6IchaP,KENDRICK LAMAR,0.689,0.694,1,-7.913,1,0.185,0.613,0.0,0.222,0.614,70.041,160293,4
DNA.,https://open.spotify.com/track/4cGeMgLcykDLAazHFpbZbU,KENDRICK LAMAR,0.636,0.517,0,-6.759,1,0.36,0.00402,0.0,0.0874,0.394,139.928,185947,4
LOVE. FEAT. ZACARI.,https://open.spotify.com/track/5WkPWduQVV8fh7pppm1fqg,KENDRICK LAMAR,0.801,0.58,10,-7.311,1,0.1,0.289,0.0,0.153,0.777,126.062,213400,4
Candy Paint,https://open.spotify.com/track/4wdZdkEugVVorAfzqRqC6N,POST MALONE,0.672,0.684,4,-5.468,1,0.158,0.604,0.0,0.081,0.428,180.008,229053,4
Hard Times,https://open.spotify.com/track/0w5Bdu51Ka25Pf3hojsKHh,PARAMORE,0.695,0.818,5,-5.379,0,0.0334,0.00647,4.87e-06,0.0219,0.916,119.965,182693,4
Both (feat. Drake & Lil Wayne) - Remix,https://open.spotify.com/track/3VCYe6mCXebBgcfzaxCVNI,GUCCI MANE,0.834,0.493,5,-6.567,0,0.128,0.0606,7.95e-05,0.0666,0.28,140.007,252017,4
There's Nothing Holdin' Me Back,https://open.spotify.com/track/4izojuv74giClOWq64Ff4l,SHAWN MENDES,0.857,0.804,2,-4.005,1,0.0623,0.329,0.0,0.088,0.967,121.972,199440,4
Black SpiderMan,https://open.spotify.com/track/0lSFDvmV2HZqrtVtneT3no,"LOGIC, DAMIAN LEMAR HUDSON",0.615,0.871,1,-5.308,1,0.0894,0.126,5.88e-05,0.381,0.284,140.033,331293,4
do re mi,https://open.spotify.com/track/6CUBgX8bXC5YQCkdgRHqyg,BLACKBEAR,0.745,0.595,8,-6.35,1,0.0486,0.00483,1.13e-05,0.125,0.169,110.966,212027,3
hell is where i dreamt of u and woke up alone,https://open.spotify.com/track/5jOcmYTVQ6KQdYXOC2Li5r,BLACKBEAR,0.507,0.194,7,-11.606,1,0.0612,0.929,0.0,0.13,0.25,69.828,168429,4
make daddy proud,https://open.spotify.com/track/5OZWMzv3qSpxhyodm3IPou,BLACKBEAR,0.826,0.499,4,-7.225,0,0.0476,0.135,0.0,0.0672,0.769,102.057,208235,3
Thunder,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW,IMAGINE DRAGONS,0.6,0.81,0,-4.749,1,0.0479,0.00683,0.21,0.155,0.298,167.88,187147,4
Drowning (feat. Kodak Black),https://open.spotify.com/track/3LnOF5n1GOs01siYZXzS3p,A BOOGIE WIT DA HOODIE,0.839,0.81,5,-5.274,0,0.0568,0.501,0.0,0.117,0.814,129.014,209269,4
Something Different,https://open.spotify.com/track/4PaPx5nir9XiwtoVMMICNQ,WHY DON'T WE,0.899,0.531,6,-4.118,0,0.0778,0.0277,0.0,0.0976,0.68,105.028,161500,4
Now Or Never,https://open.spotify.com/track/1mDGDb2fUmUMdqV3tb8VKQ,HALSEY,0.67,0.585,6,-4.861,0,0.0354,0.107,1.11e-06,0.131,0.447,110.03,214802,4
Despacito - Remix,https://open.spotify.com/track/6rPO02ozF3bM7NnOV4h6s2,"LUIS FONSI, DADDY YANKEE, JUSTIN BIEBER",0.653,0.816,2,-4.353,1,0.167,0.228,0.0,0.0967,0.816,178.085,228827,4
Pretty Girl - Cheat Codes X CADE Remix,https://open.spotify.com/track/39IsH7B5byx8NRlEKlZVg9,MAGGIE LINDEMANN,0.703,0.868,7,-4.661,0,0.0291,0.15,0.132,0.104,0.733,121.03,193613,4
Hurricane,https://open.spotify.com/track/4gHDOASpAaGG9eitQZP1bQ,LUKE COMBS,0.444,0.821,10,-5.91,1,0.0416,0.0186,3.09e-06,0.182,0.452,151.948,224293,4
Weak,https://open.spotify.com/track/6OuV4vfyb8v3vGGGksqyKf,AJR,0.672,0.642,5,-4.552,1,0.0461,0.127,0.0,0.137,0.656,123.984,202194,4
What They Want,https://open.spotify.com/track/3aWhZ1zeqy1kdjXiyMh22T,RUSS,0.71,0.404,1,-10.04,0,0.379,0.484,0.0,0.0953,0.398,139.553,165853,4
At My Best (feat. Hailee Steinfeld),https://open.spotify.com/track/5DEp4UmhxN7OLnYQacWZhh,MACHINE GUN KELLY,0.531,0.786,5,-6.661,1,0.243,0.00222,0.000316,0.132,0.244,169.892,200733,4
Scared to Be Lonely,https://open.spotify.com/track/0KR2W3St74th8z3LS94Ffh,"MARTIN GARRIX, DUA LIPA",0.568,0.583,1,-6.81,0,0.0636,0.0741,0.0,0.396,0.196,137.865,220253,4
Look At Me!,https://open.spotify.com/track/7floNISpH8VF4z4459Qo18,XXXTENTACION,0.763,0.726,1,-6.405,1,0.282,0.259,0.0,0.0976,0.349,139.059,126346,4
Thunder,https://open.spotify.com/track/56lBX2WHqfGuoeZxZvUnVj,IMAGINE DRAGONS,0.601,0.834,0,-3.78,1,0.0455,0.00502,0.15,0.121,0.249,167.879,187761,4
J-Boy,https://open.spotify.com/track/0uzKfuty82lTHvfGaOLCdV,PHOENIX,0.526,0.918,0,-6.692,1,0.0465,0.0312,0.00887,0.137,0.634,98.004,248213,4
Losin Control,https://open.spotify.com/track/1jkIErXa3YNUX5QIyO6GGR,RUSS,0.759,0.245,6,-6.545,1,0.138,0.515,0.000154,0.102,0.209,96.992,237507,4
Peek A Boo,https://open.spotify.com/track/1iTWoKAdilGEmit6xhQZje,"LIL YACHTY, MIGOS",0.957,0.593,1,-6.982,1,0.301,0.06,0.0,0.0908,0.284,127.027,247613,4
Everyday,https://open.spotify.com/track/6yL2kTsdVwYnGwPkKGtMd5,"ARIANA GRANDE, FUTURE",0.637,0.733,7,-4.413,0,0.0563,0.0149,0.0,0.162,0.431,131.004,194840,4
1-800-273-8255,https://open.spotify.com/track/4Sj8JZ9zZfl8HaOav5yTVq,"LOGIC, ALESSIA CARA, KHALID",0.622,0.593,5,-7.755,0,0.0414,0.56,0.0,0.175,0.369,100.048,250200,4
1-800-273-8255,https://open.spotify.com/track/2Oo7lLEDkfKNjLPrchsrUd,"LOGIC, ALESSIA CARA, KHALID",0.627,0.587,5,-7.74,0,0.0406,0.566,0.0,0.18,0.375,100.018,250200,4
So Much Better,https://open.spotify.com/track/3uYnHxQg35FMXp5zso9mkY,SANDRO CAVAZZA,0.703,0.644,3,-6.65,0,0.103,0.444,0.114,0.0902,0.351,92.024,187817,4
Calm Down,https://open.spotify.com/track/1X6ic2T8n1hCMyaFxLMy3i,SKIP MARLEY,0.529,0.639,4,-5.817,0,0.0645,0.0208,0.0,0.0828,0.234,140.665,174467,4
Sweet Creature,https://open.spotify.com/track/13sXuI5RjMHm7dz7O3spYs,HARRY STYLES,0.427,0.262,7,-8.541,1,0.0276,0.746,0.0,0.068,0.228,104.085,224867,4
Starboy,https://open.spotify.com/track/7MXVkk9YMctZqd1Srtv4MB,"THE WEEKND, DAFT PUNK",0.679,0.587,7,-7.015,1,0.276,0.141,6.35e-06,0.137,0.486,186.003,230453,4
Slow Hands,https://open.spotify.com/track/167NczpNbRF7oWakJaY3Hh,NIALL HORAN,0.728,0.426,0,-6.69,1,0.0509,0.0142,0.0,0.0546,0.844,85.908,188174,4
Everybody,https://open.spotify.com/track/2qFT2tvTY8ZsBZLeaFeEB3,LOGIC,0.888,0.934,0,-5.983,0,0.0923,0.173,0.0,0.0685,0.764,109.997,162347,4
1-800-273-8255,https://open.spotify.com/track/5aFQU3VPCQ3YGfKBA4tLfj,"LOGIC, ALESSIA CARA, KHALID",0.627,0.572,5,-7.738,0,0.0373,0.568,1.52e-06,0.198,0.361,100.041,250173,4
Eyes Closed,https://open.spotify.com/track/1xa5pXOwLoxHuBDU0JiUdn,HALSEY,0.568,0.69,1,-5.034,0,0.0431,0.0219,2.3e-05,0.0815,0.0453,130.12,202439,4
Broken Halos,https://open.spotify.com/track/2w1N1jR7L9HsIoLekqsYf2,CHRIS STAPLETON,0.613,0.564,8,-7.085,1,0.0251,0.134,1.65e-06,0.0585,0.538,78.388,180907,4
Either Way,https://open.spotify.com/track/5I4TsOfH01Gg3WckfgJD1I,CHRIS STAPLETON,0.645,0.0665,4,-14.241,1,0.0421,0.871,5.94e-06,0.105,0.274,129.028,248053,4
Second One To Know,https://open.spotify.com/track/0oTGa77jJ1H5joTG5SvxFj,CHRIS STAPLETON,0.529,0.89,0,-6.104,0,0.0388,0.0185,0.00112,0.341,0.875,96.731,176067,4
Cherry Hill,https://open.spotify.com/track/6qcuRcbz8DCLG6nG4or8Uo,RUSS,0.681,0.469,2,-10.803,0,0.0366,0.161,0.403,0.108,0.0373,130.022,222453,4
Eyes Closed,https://open.spotify.com/track/6csAplSqJaGTuWtWJwEPOe,HALSEY,0.581,0.684,1,-4.962,0,0.0429,0.0179,1.93e-05,0.0849,0.0397,129.966,202439,4
High Without Your Love,https://open.spotify.com/track/6u2lKSBmZy9TTlIr4G3AH4,LOOTE,0.873,0.487,5,-5.81,1,0.0803,0.103,0.0,0.147,0.767,101.966,191240,4
Waiting Room,https://open.spotify.com/track/4GP2Idcs08NqAjfEV0rsl6,LOGIC,0.692,0.229,6,-17.691,1,0.874,0.756,0.0,0.159,0.657,136.512,283267,1
AfricAryaN,https://open.spotify.com/track/76ZrqdtkKxhMl42xAQTnFm,"LOGIC, NEIL DEGRASSE TYSON",0.529,0.8,10,-7.025,1,0.166,0.155,0.0,0.0858,0.356,104.058,728413,4
Killing Spree,https://open.spotify.com/track/6OQea06z3cbOqYgG2O6eOZ,"LOGIC, ANSEL ELGORT",0.856,0.757,1,-5.782,0,0.145,0.029,0.0,0.105,0.191,124.069,206613,4
Take It Back,https://open.spotify.com/track/6HN5XPJEV31RQJGoyqZ81K,LOGIC,0.837,0.84,7,-4.293,1,0.239,0.0621,0.0,0.329,0.691,135.009,400013,4
Confess,https://open.spotify.com/track/58kwvMXeOlsvzPqUlyj75Y,"LOGIC, KILLER MIKE",0.74,0.971,0,-2.81,1,0.0884,0.301,0.0016,0.156,0.528,122.952,343027,4
Hallelujah,https://open.spotify.com/track/7fRfIvHPH6bHdMDjPFwTMh,LOGIC,0.674,0.596,11,-8.348,0,0.195,0.495,3.38e-06,0.342,0.46,136.059,448733,4
Ink Blot,https://open.spotify.com/track/732btJLGu7gYNHHNdzshrG,"LOGIC, JUICY J",0.748,0.691,11,-6.522,0,0.082,0.036,6.29e-06,0.614,0.356,144.072,156293,4
Anziety,https://open.spotify.com/track/6CvTbrBxxc5jFwqsivhpxh,"LOGIC, LUCY ROSE",0.577,0.799,1,-6.539,1,0.0721,0.326,0.0,0.119,0.565,122.903,412560,4
Panda,https://open.spotify.com/track/5YEOzOojehCqxGQCcQiyR4,DESIIGNER,0.576,0.766,10,-4.943,0,0.449,0.028,1.68e-06,0.366,0.236,144.833,246761,4
I Was Wrong,https://open.spotify.com/track/7dUdMZqfGSIt0ZkmTOgRLA,CHRIS STAPLETON,0.657,0.577,2,-8.586,0,0.0341,0.393,0.0291,0.105,0.434,135.558,191480,4
Hyperreal,https://open.spotify.com/track/5JpvSu9jWCsHiOFGSJJH2u,"FLUME, KUČKA",0.675,0.843,11,-5.205,0,0.3,0.0358,0.064,0.152,0.536,110.034,254063,4
Driver,https://open.spotify.com/track/6bpcvTmxA0iVRCBER7xw1a,BILLY RAFFOUL,0.636,0.567,5,-5.171,1,0.0332,0.0735,1.13e-05,0.0954,0.381,114.998,176005,4
Them Stems,https://open.spotify.com/track/6vcFHirl6xkhzNLgZZH6QN,CHRIS STAPLETON,0.654,0.752,2,-6.861,0,0.0497,0.202,0.000217,0.126,0.879,112.795,180720,4
Quit (feat. Ariana Grande),https://open.spotify.com/track/4rwqrKdwlFWJ6LvPYaOtgn,CASHMERE CAT,0.44,0.413,0,-7.365,0,0.0407,0.105,3.4e-05,0.0997,0.141,86.911,258188,3
Bad Things (with Camila Cabello),https://open.spotify.com/track/1mGo7MnaIQ9Bfp1nJDCi1z,MACHINE GUN KELLY,0.68,0.697,2,-4.75,1,0.138,0.231,0.0,0.178,0.287,137.736,239289,4
Told You So,https://open.spotify.com/track/7BpYWzZwrsljT1eIjb0TqR,PARAMORE,0.639,0.814,2,-5.632,0,0.0385,0.0029,2.98e-05,0.0529,0.904,123.922,188947,4
Somethin Tells Me,https://open.spotify.com/track/6Kq3dPaKCOeA1BcU3JgK42,BRYSON TILLER,0.74,0.608,5,-5.868,0,0.178,0.0381,0.0,0.108,0.438,90.118,188918,4
At My Best (feat. Hailee Steinfeld),https://open.spotify.com/track/0BSd5u6lQJWDoNVMuBYBiA,MACHINE GUN KELLY,0.531,0.784,7,-6.664,0,0.219,0.00231,0.00013,0.238,0.214,169.862,199973,4
Whatever It Takes,https://open.spotify.com/track/4izg6Hydc6XGErWW6nbdsV,IMAGINE DRAGONS,0.673,0.671,1,-4.998,1,0.0302,0.0476,0.0,0.107,0.523,134.942,201601,4
Bad Things (with Camila Cabello),https://open.spotify.com/track/6TXglvsCOo7dQrEgRiIdO0,MACHINE GUN KELLY,0.678,0.696,2,-4.79,1,0.133,0.206,0.0,0.164,0.254,137.822,239293,4
Losing Sleep,https://open.spotify.com/track/5Feu0AyHLrW0mCRAyUnZ6W,CHRIS YOUNG,0.587,0.628,1,-5.703,1,0.0431,0.0677,1.88e-06,0.122,0.649,92.003,180252,4
Right Now,https://open.spotify.com/track/1enlLSZ3JVFod47tTN4KHS,HAIM,0.272,0.541,0,-6.406,1,0.0942,0.173,0.000119,0.228,0.309,82.679,253640,4
Mama,https://open.spotify.com/track/4xlrALxuaCf9yZBHJeTSG6,"JONAS BLUE, WILLIAM SINGE",0.741,0.79,11,-4.086,0,0.0469,0.113,0.0,0.0542,0.528,104.043,184134,4
Looking for a Star,https://open.spotify.com/track/30jOyPoD5nIbokd9qnnagr,XXXTENTACION,0.915,0.692,9,-7.544,1,0.0857,0.15,0.00012,0.0964,0.713,118.981,137174,4
Strip That Down,https://open.spotify.com/track/4Ro98RCK90oHqqSZUnTFq5,"LIAM PAYNE, QUAVO",0.874,0.497,6,-5.484,1,0.0562,0.22,0.0,0.0761,0.542,106.023,204502,4
At My Best (feat. Hailee Steinfeld),https://open.spotify.com/track/1i7iLxK9oQSo2uPxyVldRf,MACHINE GUN KELLY,0.53,0.778,7,-6.673,0,0.168,0.00249,0.000211,0.206,0.261,169.865,199973,4
Flex Like Ouu,https://open.spotify.com/track/4XF1D03U8LuaLzlCMugIE5,LIL PUMP,0.859,0.433,6,-11.346,1,0.0663,0.195,0.0,0.0906,0.707,141.981,108251,4
Big Fish,https://open.spotify.com/track/1hsCcm0xujceILNvgRfrVB,VINCE STAPLES,0.893,0.551,3,-5.878,0,0.341,0.455,9.15e-06,0.351,0.697,99.986,198053,4
If We Were Vampires,https://open.spotify.com/track/7o8Fe4IHujZWCSV6c84kln,JASON ISBELL AND THE 400 UNIT,0.629,0.208,5,-16.225,1,0.0324,0.824,3.7e-06,0.107,0.685,96.609,215564,4
Revenge,https://open.spotify.com/track/5SFTZsHW3HdCp9f1zbzitS,XXXTENTACION,0.708,0.235,11,-16.156,0,0.318,0.772,0.00238,0.103,0.169,139.998,120059,4
X Men,https://open.spotify.com/track/0aefcYCNBHKqCVICvlj0PQ,"LIL YACHTY, EVANDER GRIIIM",0.872,0.541,1,-5.417,1,0.144,0.00292,0.0,0.111,0.0591,140.015,164269,4
Peek A Boo,https://open.spotify.com/track/01VvADRZqvXrHfwAKUOS8v,"LIL YACHTY, MIGOS",0.954,0.578,1,-7.094,1,0.316,0.0691,0.0,0.102,0.26,127.061,246325,4
OK,https://open.spotify.com/track/5AE9iVHWiJLY5CUKmvXkKd,"ROBIN SCHULZ, JAMES BLUNT",0.653,0.81,7,-6.032,0,0.0558,0.118,0.0,0.126,0.583,121.951,189307,4
Harley,https://open.spotify.com/track/5MjDHb5bnvY4Jz2Aue17Hj,LIL YACHTY,0.714,0.597,7,-5.373,1,0.0369,0.00303,0.0,0.169,0.236,143.028,168320,4
Heebiejeebies,https://open.spotify.com/track/222uodW6TJqbF9tWADRG2E,"AMINÉ, KEHLANI",0.756,0.498,10,-7.691,0,0.179,0.369,0.0,0.109,0.533,107.076,220133,4
More Than You Know,https://open.spotify.com/track/4q8PHoRsPUB52LFylX8Ulz,AXWELL /\ INGROSSO,0.645,0.741,5,-4.989,0,0.0339,0.0323,0.0,0.29,0.534,123.07,203000,4
Tyrant (feat. Jorja Smith),https://open.spotify.com/track/5ar0XZUJMUkRZrjmcOCy8O,KALI UCHIS,0.423,0.471,3,-8.775,0,0.168,0.141,0.0,0.116,0.646,82.527,204290,4
Better,https://open.spotify.com/track/6qjtmQzqiDXFBxOn1jXuea,"LIL YACHTY, STEFFLON DON",0.744,0.543,9,-7.406,1,0.138,0.269,0.0,0.273,0.577,135.047,242431,4
Better,https://open.spotify.com/track/49EgauTc1cGkHwPGCaHh1f,"LIL YACHTY, STEFFLON DON",0.747,0.54,9,-7.303,1,0.119,0.286,0.0,0.275,0.556,134.921,242431,4
Cut To The Feeling,https://open.spotify.com/track/6EJiVf7U0p1BBfs0qqeb1f,CARLY RAE JEPSEN,0.71,0.909,2,-2.777,1,0.0639,0.0135,0.00123,0.303,0.648,115.001,207960,4
4 AM,https://open.spotify.com/track/3CAqajKXtDoxesAeTEPdb3,"2 CHAINZ, TRAVIS SCOTT",0.798,0.503,1,-7.187,1,0.426,0.138,0.0,0.151,0.233,75.025,255557,4
Call Me,https://open.spotify.com/track/458ESscRcqCVX1xbllEmPn,"NEIKED, MIMI",0.671,0.5,8,-7.46,1,0.0834,0.073,0.0,0.341,0.681,105.991,182539,4
Strangers,https://open.spotify.com/track/0C7RxcoJUdt0EDtQLuOFc6,"HALSEY, LAUREN JAUREGUI",0.69,0.792,11,-4.774,1,0.057,0.0103,6.69e-05,0.216,0.262,109.976,221206,4
I Miss Those Days,https://open.spotify.com/track/7kK5ihEqZcXEWr1r8o99E2,BLEACHERS,0.653,0.817,0,-5.706,1,0.0405,0.277,3.77e-06,0.344,0.661,125.018,217973,4
4 AM,https://open.spotify.com/track/4r4PJQBHAE0bIKCjunhTgd,"2 CHAINZ, TRAVIS SCOTT",0.801,0.502,1,-7.169,1,0.408,0.141,0.0,0.153,0.215,75.019,255557,4
Bad At Love,https://open.spotify.com/track/1H38sYlpu36Qoibsb9lMG4,HALSEY,0.669,0.75,0,-3.55,1,0.0346,0.0624,0.0,0.088,0.549,118.251,181279,4
Loved By You (feat. Jazmine Sullivan),https://open.spotify.com/track/4S3FRqrM3VyuajD7jFZcLm,MALI MUSIC,0.307,0.481,3,-8.442,0,0.128,0.365,0.0,0.207,0.329,68.894,258933,3
Adeline,https://open.spotify.com/track/1fxdSIUrAwrLK5J2uyOwk9,ALT-J,0.418,0.329,6,-14.821,0,0.033,0.704,0.91,0.125,0.0397,142.026,350333,4
Rake It Up,https://open.spotify.com/track/5M27gcT9FcfXugdw5DaQok,"YO GOTTI, NICKI MINAJ",0.909,0.46,1,-8.135,0,0.369,0.0208,0.0,0.171,0.522,149.948,275498,4
Whatever You Need (feat. Chris Brown & Ty Dolla $ign),https://open.spotify.com/track/3GgT5Au03iV45iGfTpzdhu,MEEK MILL,0.515,0.565,1,-7.337,1,0.182,0.0287,0.0,0.0761,0.304,164.062,206343,4
Alone,https://open.spotify.com/track/5qrb4sW8sii08zHiHP5HE9,HALSEY,0.602,0.725,2,-3.427,0,0.0379,0.0184,2.53e-06,0.623,0.456,100.009,205660,4
Eyes Closed,https://open.spotify.com/track/4UqlViBXM2Aqn4yGHMmRGv,HALSEY,0.565,0.681,1,-4.995,0,0.0419,0.0231,8.43e-06,0.0852,0.0399,130.156,202439,4
Bad At Love,https://open.spotify.com/track/2TBQoW7s6iwKcg139ssqie,HALSEY,0.664,0.753,0,-3.589,1,0.0323,0.057,0.0,0.088,0.54,118.253,181279,4
Broken Clocks,https://open.spotify.com/track/1Iu2xRcZGoVRJ57Jo5BAzZ,SZA,0.692,0.684,6,-7.364,1,0.155,0.131,0.0,0.156,0.406,112.912,231253,4
Reminding Me,https://open.spotify.com/track/4gqMQftUs22F8pOGVn5Acr,"SHAWN HOOK, VANESSA HUDGENS",0.603,0.55,9,-4.862,0,0.0397,0.116,0.0,0.106,0.265,132.858,209933,4
Swish Swish,https://open.spotify.com/track/2kVHAQKVtczchKctctzbtK,"KATY PERRY, NICKI MINAJ",0.836,0.716,5,-5.211,0,0.0549,0.0196,1.83e-05,0.101,0.534,119.938,242510,4
Eyes Closed,https://open.spotify.com/track/2WQn7Yvs728KZmmY6tgWqH,HALSEY,0.581,0.684,1,-4.962,0,0.0429,0.0179,1.93e-05,0.0849,0.0397,129.966,202439,4
Uh Huh,https://open.spotify.com/track/7hCcLbNDCVPNqAwuoutJ31,JULIA MICHAELS,0.769,0.657,4,-4.897,1,0.146,0.158,8.83e-05,0.0798,0.549,137.967,178973,4
Strangers,https://open.spotify.com/track/11EDhDAVDtGPoSar6ootYA,"HALSEY, LAUREN JAUREGUI",0.69,0.784,11,-4.724,1,0.056,0.01,4.08e-05,0.22,0.284,109.969,221206,4
Highway Tune,https://open.spotify.com/track/7JuD5r43XpRLSrUBRBQ7Dy,GRETA VAN FLEET,0.578,0.953,4,-3.215,1,0.0447,0.00595,0.264,0.132,0.517,123.976,181213,4
